title,company,location,link,summary,source,scraped_date,relevancy,scrape_date
Digital Creative Designer,Distilled,Ireland,https://ie.linkedin.com/jobs/view/digital-creative-designer-at-distilled-4467038958?position=50&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=0oL5pjc2FvpSiZv026eqOw%3D%3D,,LinkedIn,2026-09-20,medium,2026-09-20
"AI Performance Engineer (Cloud AI Engineering), Sr | Staff | Sr. Staff - Cork, Ireland",Qualcomm,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/ai-performance-engineer-cloud-ai-engineering-sr-staff-sr-staff-cork-ireland-at-qualcomm-4456679147?position=4&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=Qzw9teCDOC8rJOPec6wyxw%3D%3D,,LinkedIn,2026-09-20,medium,2026-09-20
Demand Generation Manager,Nutritics,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/demand-generation-manager-at-nutritics-4461411108?position=13&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=P%2F23PB3ZoRN2gapyPEAHXg%3D%3D,,LinkedIn,2026-09-20,medium,2026-09-20
Cloud Infrastructure/Engineer,Mars Capital,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/cloud-infrastructure-engineer-at-mars-capital-4463819901?position=37&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=mIrqb2HX8E0bjS7mUpYGgw%3D%3D,,LinkedIn,2026-09-20,medium,2026-09-20
Senior Cyber Security Engineer,BOYLE Sports,"Dundalk, County Louth, Ireland",https://ie.linkedin.com/jobs/view/senior-cyber-security-engineer-at-boyle-sports-4443003658?position=5&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=BjhWzOL3g5xBsTHoP2l4SA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
TechOps Manager,evoke,"Sandyford, Dún Laoghaire-Rathdown, Ireland",https://ie.linkedin.com/jobs/view/techops-manager-at-evoke-4462409049?position=9&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=5e2%2FtvnmHhvmEEpi9j6wvg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Platform Engineering Lead,BOYLE Sports,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/platform-engineering-lead-at-boyle-sports-4462203372?position=10&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=pUbHs%2F1iipm4zxHtQRhEtQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Sr Applied Scientist,2K,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/sr-applied-scientist-at-2k-4433337349?position=12&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=QpRqq3bdnjUSGOdIrQCyYw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Head of Product Design - Manager role,Super,Ireland,https://ie.linkedin.com/jobs/view/head-of-product-design-manager-role-at-super-4448545746?position=16&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=aHhH56cxh%2FqPhfyJnQCl1Q%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Fitness Equipment Installer,McSport,"County Dublin, Ireland",https://ie.linkedin.com/jobs/view/fitness-equipment-installer-at-mcsport-4464869997?position=18&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=XUi6MTPetpAh4eRyyLr6tA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
AI Accelerator - Commercial,Super,Ireland,https://ie.linkedin.com/jobs/view/ai-accelerator-commercial-at-super-4435484128?position=19&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=nDEqLRO5LWVTY%2BiYD5RAbg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Principal Industrial Designer,Logitech,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/principal-industrial-designer-at-logitech-4414662224?position=27&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=U5sYssI5dOrvK3xz1sUsIw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Sr. Customer Support Engineer (Spanish Speaker),Logitech,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/sr-customer-support-engineer-spanish-speaker-at-logitech-4433097479?position=32&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=Xsg2fc5u68umTAQgoXzyAQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Full-Stack Product Engineer – TypeScript,Cpl,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-full-stack-product-engineer-%E2%80%93-typescript-at-cpl-4451554657?position=37&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=li7onzrxAT9w4r6fRuupvw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Technical Team Lead,Gaelvert Development,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/technical-team-lead-at-gaelvert-development-4444373668?position=38&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=ol%2Fh8iUMslM0EuhDEstL%2FA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Fitness Operations Specialist,Apple,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/fitness-operations-specialist-at-apple-4454450545?position=43&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=uZeu5mzbA7qtFqVqPgnStg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Product Engineer,Attio,Ireland,https://ie.linkedin.com/jobs/view/product-engineer-at-attio-4413443817?position=46&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=a8r7BFJg4sR0mjQK1%2FA9hA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Production Engineer,Whatnot,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-production-engineer-at-whatnot-4457969836?position=50&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=%2FeQTRD3vqAhQj4euwNs26w%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Observability Engineer,Rent The Runway,"Galway, County Galway, Ireland",https://ie.linkedin.com/jobs/view/senior-observability-engineer-at-rent-the-runway-4434475301?position=53&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=IFZguiph23HJcNZC%2B%2B3xjQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Mechanical Design Engineer,Manna Air Delivery,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-mechanical-design-engineer-at-manna-air-delivery-4467507306?position=54&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=ztLmLvIS9xNXcW4FauERcw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Platform Engineer,Smartbox Group,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/platform-engineer-at-smartbox-group-4463342768?position=57&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=IeDUdwF4BB0nR5xjCPiU%2BA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Swim Ireland – National Performance Systems Lead,Ireland Active,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/swim-ireland-%E2%80%93-national-performance-systems-lead-at-ireland-active-4454914957?position=9&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=meMyFtwCWgBoi%2BGeJn7X0Q%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Graduate Data Analyst,Fortray Global Service Limited,"County Dublin, Ireland",https://ie.linkedin.com/jobs/view/graduate-data-analyst-at-fortray-global-service-limited-4465766749?position=10&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=Uzmu4R2MnCpV%2BeZHE1HpZw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Statistician/Data Analyst,PFH Technology Group,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/statistician-data-analyst-at-pfh-technology-group-4466523982?position=13&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=thYTz7O5ZGUIxqdmLJFUpw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Senior Analyst, Data Science & Engineering - Private Debt",StepStone Group,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-analyst-data-science-engineering-private-debt-at-stepstone-group-4443225155?position=14&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=ASzxJFxXLAlJVFhDV1xmHg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analyst,Fruition Group Ireland,"County Westmeath, Ireland",https://ie.linkedin.com/jobs/view/data-analyst-at-fruition-group-ireland-4467841363?position=15&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=futsn%2B92XbeN8Sr%2Bvu8b1g%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Analyst (Investment Management),Davy,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-investment-management-at-davy-4452718067?position=17&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=lNKMbN8fsriX6s7JjFlD5Q%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Population Health Informaticist,Alignerr,Ireland,https://ie.linkedin.com/jobs/view/population-health-informaticist-at-alignerr-4467915711?position=20&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=VTWGtUOsGyXOZq%2FayGahgw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analyst,Nicholas O'Dwyer Ltd,Ireland,https://ie.linkedin.com/jobs/view/data-analyst-at-nicholas-o-dwyer-ltd-4463893972?position=23&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=evWpoZbfAYcvQwt8xCOkFw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analyst,Ardonagh Analytics Lab,"Mullingar, County Westmeath, Ireland",https://ie.linkedin.com/jobs/view/data-analyst-at-ardonagh-analytics-lab-4459511568?position=24&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=X2FXPUipasZlFt35BuKDGw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Data, AI and Insights Analyst- Innovation and R&D Department",IDA Ireland,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-ai-and-insights-analyst-innovation-and-r-d-department-at-ida-ireland-4466931073?position=30&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=p8alwXJoyrOsdr1Y%2F9ms7Q%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Analytics Engineer,CitySwift,Galway Metropolitan Area,https://ie.linkedin.com/jobs/view/analytics-engineer-at-cityswift-4468612043?position=32&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=nP6JM%2FYbTHEOEgh%2B15IaDg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Senior Data Analyst,",UnitedHealth Group,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-at-unitedhealth-group-4466629422?position=37&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=W82IFy6A8S7fQoQqCU%2BsoQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analytics Graduate Programme,Allianz Ireland,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-analytics-graduate-programme-at-allianz-ireland-4461743847?position=42&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=Y3A0Gl3YmyapK1WGwyZf3A%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Analytics Engineer,Scrambly,Ireland,https://ie.linkedin.com/jobs/view/senior-analytics-engineer-at-scrambly-4465244525?position=43&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=QMcKkV3TQn1CxiJ42ksrgw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Analyst,eir business talent,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-at-eir-business-talent-4456847921?position=44&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=2yAl1jAcnurafcGIbPdHDw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analytics Graduate Programme,Allianz,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-analytics-graduate-programme-at-allianz-4462006157?position=45&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=v9u46WZyvpaUAAH4CilAIQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Senior Quantitative Risk Analyst, Risk Analytics, Dublin/Belfast/London/Northampton.",AIB,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-quantitative-risk-analyst-risk-analytics-dublin-belfast-london-northampton-at-aib-4469128706?position=47&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=oVTIyqrKdvtWkQKUi%2BRYhA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Analyst,Optum,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-at-optum-4468667348?position=49&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=vDZT4xbzCBZNln%2BlLQBSHw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data Analytics Co-op Placement 2027,Stryker,"Carrigtwohill, County Cork, Ireland",https://ie.linkedin.com/jobs/view/data-analytics-co-op-placement-2027-at-stryker-4465154451?position=50&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=Ss6J56VeZjqfeDV1fo42wg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Associate, Portfolio Analytics and Reporting – Private Debt",StepStone Group,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/associate-portfolio-analytics-and-reporting-%E2%80%93-private-debt-at-stepstone-group-4467196855?position=51&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=cAzrZ50tzNVz6%2BLodc6cLg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Business & Data Analyst,Circet IRE & UK,"Clondalkin, South Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-business-data-analyst-at-circet-ire-uk-4461579793?position=52&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=DRF5wychEos%2BYn0%2B5UHHpQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Analyst,Brightwater Recruitment,"County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-at-brightwater-recruitment-4458204203?position=53&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=%2F92d0f6u2F84M8zHgLe9zw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Logistics Analyst - AI Trainer,DataAnnotation,Ireland,https://ie.linkedin.com/jobs/view/logistics-analyst-ai-trainer-at-dataannotation-4457017803?position=55&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=J66%2FXNr1ht0sMs0ANTbcEA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Analyst,IT Search,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-analyst-at-it-search-4461048984?position=56&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=cNd5%2BIGj2eBufeSPN1paSg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Data Specialist,Tracsis,"Galway, County Galway, Ireland",https://ie.linkedin.com/jobs/view/senior-data-specialist-at-tracsis-4468237987?position=23&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=RzXVz9HJ8qRJwhpg8tCQ6Q%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Data & Client Delivery Analyst - SH51501,Osborne - Recruitment Consultancy,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-client-delivery-analyst-sh51501-at-osborne-recruitment-consultancy-4464551181?position=36&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=6B285i7g6yA2kj3JXufrfg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Analytics Engineer,SoSafe,Ireland,https://ie.linkedin.com/jobs/view/senior-analytics-engineer-at-sosafe-4459353790?position=38&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=N7Ilw2qPsiNTkeATFyBJgw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
BI and Data Analyst,Maslow - SAP & ERP Talent,"Cavan, County Cavan, Ireland",https://ie.linkedin.com/jobs/view/bi-and-data-analyst-at-maslow-sap-erp-talent-4465531094?position=43&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=Biyo2SFDbRVJQKNWkBUUJQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Junior Data Integration Engineer (Microsoft Fabric) - Fixed Term (6 Months),Tata Consultancy Services,"Letterkenny, County Donegal, Ireland",https://ie.linkedin.com/jobs/view/junior-data-integration-engineer-microsoft-fabric-fixed-term-6-months-at-tata-consultancy-services-4466513237?position=57&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=fNwz%2B83wdjT932kLHgd4Bw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Lead Full-Stack Engineer,Coastline Gaming,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/lead-full-stack-engineer-at-coastline-gaming-4469181997?position=18&pageNum=0&refId=oMkovSCTLM2FoHUWUOuhIA%3D%3D&trackingId=aL04UO2uhJILf3Epz9m42w%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Fullstack Engineer-Boards,Zalando,"Dublin 2, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-fullstack-engineer-boards-at-zalando-4462218343?position=23&pageNum=0&refId=oMkovSCTLM2FoHUWUOuhIA%3D%3D&trackingId=aSozS695rmp1mBUT0WZMHg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
2K Games - Engineering Graduate Program - Dublin,2K,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/2k-games-engineering-graduate-program-dublin-at-2k-4467202880?position=24&pageNum=0&refId=oMkovSCTLM2FoHUWUOuhIA%3D%3D&trackingId=4pW2GHp0oGlnbkXZzfUBzA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Graphics Engineer (Unreal),VOID Interactive,Ireland,https://ie.linkedin.com/jobs/view/senior-graphics-engineer-unreal-at-void-interactive-4463062052?position=37&pageNum=0&refId=oMkovSCTLM2FoHUWUOuhIA%3D%3D&trackingId=%2F41xvRPHseq3bEuDdH3wCw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Fullstack Engineer,Ahoy,Greater Dublin,https://ie.linkedin.com/jobs/view/fullstack-engineer-at-ahoy-4459433980?position=49&pageNum=0&refId=oMkovSCTLM2FoHUWUOuhIA%3D%3D&trackingId=JdEBhEfE4ZqcJ72xCVdbVA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
CRM & Performance Marketing Specialist,The National Lottery,"Dublin 2, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/crm-performance-marketing-specialist-at-the-national-lottery-4465973735?position=24&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=zhnrGArbOKdMHv0nLqBuWA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Founding Engineer (€90,000–€130,000 + Equity)",nineDots.io,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/founding-engineer-%E2%82%AC90-000%E2%80%93%E2%82%AC130-000-%2B-equity-at-ninedots-io-4465552132?position=28&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=DqGKoV3VVwx4LjY3bZ%2FB3w%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Sr Staff Operational Support Engineer,Dolby Laboratories,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/sr-staff-operational-support-engineer-at-dolby-laboratories-4422383319?position=37&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=96kQ%2BE1IWWWmlVRuXlnypQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Product Engineer,nineDots.io,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/product-engineer-at-ninedots-io-4460742350?position=40&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=LL61MxWTnQvmkS6C9o4QkQ%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Broadcast Engineer,RTE,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-broadcast-engineer-at-rte-4468806048?position=41&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=UXAB7MPwsrD7X9606Sthug%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Visual Design Artist – League of Legends (12 Month Contract),Riot Games,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-visual-design-artist-%E2%80%93-league-of-legends-12-month-contract-at-riot-games-4463078767?position=44&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=%2F98xfHN1oAWxzbMe5%2FVYDA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Web Engineer,Supermetrics,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-web-engineer-at-supermetrics-4445098820?position=54&pageNum=0&refId=Gq8xsRWubNrlwUSsnUOQ%2Fg%3D%3D&trackingId=rBWUPJ1mRIr%2FyG%2BW5nVBzw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"CPU Post Silicon Power and Performance Engineer, Senior/Staff  - Cork, Ireland",Qualcomm,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/cpu-post-silicon-power-and-performance-engineer-senior-staff-cork-ireland-at-qualcomm-4453567966?position=6&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=qk1TD4gvrJ9Ck1AZOCa8%2Fg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
2026 - Principal Game Optimization Engineer  - Permanent,Huawei Ireland Research Center,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/2026-principal-game-optimization-engineer-permanent-at-huawei-ireland-research-center-4404701133?position=8&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=kvMzCeybsDW9g6%2FdI1DMDA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Performance Manager,Think Differently Recruitment,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-performance-manager-at-think-differently-recruitment-4467730452?position=16&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=1bvcPMKFuuaAjPS98VNllg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Site Reliability Engineer,Paddle,Ireland,https://ie.linkedin.com/jobs/view/site-reliability-engineer-at-paddle-4429488169?position=23&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=NjxilrUoi7CYYQPg6WTFOA%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Client Strategist, Apple Ads",Apple,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/client-strategist-apple-ads-at-apple-4418532389?position=26&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=1AdZohHgmtJ%2FuyXHvFRqDg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Systems Engineer (Full Remote),EXADS,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/systems-engineer-full-remote-at-exads-4409916235?position=27&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=WUmQAJsHuNRL3qauGRZl9w%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Sr. Performance Marketing Manager, Growth Systems",Kraken,Ireland,https://ie.linkedin.com/jobs/view/sr-performance-marketing-manager-growth-systems-at-kraken-4444352923?position=30&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=wntkmjv2IgbuPM%2Bp1VeWjw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Senior Core Technologies Engineer,Fin,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-core-technologies-engineer-at-fin-4439084492?position=40&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=2gr0Dsx%2FF2oOT9a2I%2Fo3uw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Client Strategist, Apple Ads - Future Opportunities",Apple,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/client-strategist-apple-ads-future-opportunities-at-apple-4418525725?position=43&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=Iyz%2Fp71dNB6tO20emJIHow%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Staff Engineer,MongoDB,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/staff-engineer-at-mongodb-4436716697?position=45&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=RTBu7anuOq5Ubh9QLWogJw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
"Operations Engineer, Fleet Reliability",CoreWeave,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/operations-engineer-fleet-reliability-at-coreweave-4441055239?position=49&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=XnKStcTVX9EJJREoFmArRg%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Capacity & Performance Lead,Planet,"Galway, County Galway, Ireland",https://ie.linkedin.com/jobs/view/capacity-performance-lead-at-planet-4456699088?position=50&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=ORU7%2B2wzWpOnPFwaCOnaKw%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
Chief Operating Officer | Life Sciences Tech | Dublin,Biosimulytics,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/chief-operating-officer-life-sciences-tech-dublin-at-biosimulytics-4469180927?position=53&pageNum=0&refId=UUEnG%2Brah%2BMnEZgYR7c9tw%3D%3D&trackingId=B00XBfHoEdkqje28htm5og%3D%3D,,LinkedIn,2026-09-20,low,2026-09-20
